Heavy Task Ratio,Speedup,Parallel Throughput,Naive Throughput,Makespan
0.1,0.3830975240831593,157.14738069215198,410.2020264115303,0.22272086143493652
0.2,0.6646372034567215,124.32598333971335,187.05841727352077,0.28151798248291016
0.3,0.8049661247727401,105.03548509654566,130.48435438969497,0.3332207202911377
0.4,0.9294010220591769,87.1002793960678,93.71657371657372,0.40183568000793457
0.5,1.3765854266444069,78.85537729018007,57.283315487655265,0.4438505172729492
0.6,1.3223512451749266,68.84450074120068,52.06218921969829,0.5083920955657959
0.7,1.178169204618442,67.20493249092532,57.041834252228725,0.5207951068878174
0.8,1.0245882242056563,49.770655918783326,48.576252140092244,0.7032256126403809
0.9,1.9150945596583568,67.13620953723323,35.056341838916815,0.5213282108306885
