Heavy Task Ratio,Speedup,Parallel Throughput,Naive Throughput,Makespan
0.1,0.7456600786848764,173.62599515173994,232.84872036862265,0.14398765563964844
0.2,1.1754471132966922,137.5782472870119,117.04333247384994,0.18171477317810059
0.3,1.3691633477832268,118.40436139111935,86.47935367450822,0.21114087104797363
0.4,1.5049523415880761,105.70802102917975,70.24011200091101,0.23650050163269043
0.5,1.5866371980785279,94.59200288671884,59.61791580411263,0.26429295539855957
0.6,1.7436482334869432,89.484212322922,51.320106088125186,0.27937889099121094
0.7,1.776528255544875,78.8075334090412,44.36041653886913,0.3172285556793213
0.8,1.8381141100757497,71.7973086690764,39.06031093255554,0.3482024669647217
0.9,1.8120348268390507,67.13963006408056,37.05206382881738,0.3723583221435547
