Heavy Task Ratio,Speedup,Parallel Throughput,Naive Throughput,Makespan
0.1,1.212570253654278,142.59142664043048,117.59436305707483,0.17532610893249512
0.2,1.200747257940564,113.6577810102832,94.65587388075397,0.21995854377746582
0.3,1.2877038974815374,117.8297082395034,91.50372882302533,0.21217060089111328
0.4,1.5525363585687142,104.75263785686742,67.47193859822971,0.23865747451782227
0.5,1.609043664593186,96.51681028848932,59.983959672649185,0.25902223587036133
0.6,1.6943802792053513,86.44384978244274,51.017974443720576,0.28920507431030273
0.7,1.87608627118806,83.47657730238542,44.49506325182083,0.2994852066040039
0.8,1.7809964901023099,72.50580142663927,40.71080534385228,0.3447999954223633
0.9,1.953488325868603,69.47340524209578,35.56376781069576,0.3598499298095703
